year,month,day,ao_index_cdas
1957,12,17,2.3877224922180176
1957,12,18,1.88510262966156
1957,12,19,2.226973056793213
1957,12,20,2.771568775177002
1957,12,21,2.6413626670837402
1957,12,22,1.5567926168441772
1957,12,23,0.9921090006828308
1957,12,24,1.5575037002563477
1957,12,25,1.5039769411087036
1957,12,26,0.8492816686630249
1957,12,27,0.34215012192726135
1957,12,28,-0.03080793097615242
1957,12,29,-0.7073145508766174
1957,12,30,-1.2122098207473755
1957,12,31,-1.5841131210327148
1958,1,1,-1.7826614379882812
1958,1,2,-2.1496574878692627
1958,1,3,-1.540574550628662
1958,1,4,0.2525419294834137
1958,1,5,1.004991054534912
1958,1,6,0.8471110463142395
1958,1,7,-0.20063146948814392
1958,1,8,-0.7343723177909851
1958,1,9,-0.2699723541736603
1958,1,10,-0.45444339513778687
1958,1,11,-1.7888597249984741
1958,1,12,-3.092028856277466
1958,1,13,-2.761646032333374
1958,1,14,-2.1691880226135254
1958,1,15,-0.5601283311843872
1958,1,16,0.17188996076583862
1958,1,17,-0.02624296024441719
1958,1,18,-0.9831731915473938
1958,1,19,-1.8632010221481323
1958,1,20,-2.4136979579925537
1958,1,21,-3.0624125003814697
1958,1,22,-3.6752243041992188
1958,1,23,-3.9648633003234863
1958,1,24,-4.009969234466553
1958,1,25,-3.90942120552063
1958,1,26,-3.0581979751586914
1958,1,27,-1.99699068069458
1958,1,28,-0.652716875076294
1958,1,29,0.019015468657016754
1958,1,30,0.8523069620132446
1958,1,31,0.9716469645500183
1958,2,1,0.321328729391098
1958,2,2,-0.8155457973480225
1958,2,3,-1.6849271059036255
1958,2,4,-1.834722638130188
1958,2,5,-2.105102300643921
1958,2,6,-2.457091808319092
1958,2,7,-2.773862361907959
1958,2,8,-2.961937665939331
1958,2,9,-3.1093666553497314
1958,2,10,-2.6825318336486816
1958,2,11,-1.856755256652832
1958,2,12,-1.0331847667694092
1958,2,13,-0.6599858999252319
1958,2,14,-1.0653403997421265
1958,2,15,-1.877539038658142
1958,2,16,-2.898642063140869
1958,2,17,-3.9598021507263184
1958,2,18,-3.7976129055023193
1958,2,19,-3.017158031463623
1958,2,20,-2.5338122844696045
1958,2,21,-1.8178136348724365
1958,2,22,-1.4071146249771118
1958,2,23,-1.8107661008834839
1958,2,24,-2.535785675048828
1958,2,25,-2.6884067058563232
1958,2,26,-2.5103297233581543
1958,2,27,-2.4246675968170166
1958,2,28,-2.1739935874938965
1958,3,1,-1.8873205184936523
1958,3,2,-1.231226921081543
1958,3,3,-0.4951454997062683
1958,3,4,-0.3698546290397644
1958,3,5,-0.8239967226982117
1958,3,6,-1.4626129865646362
1958,3,7,-2.373936176300049
1958,3,8,-2.9890682697296143
1958,3,9,-3.558924436569214
1958,3,10,-3.849893569946289
1958,3,11,-4.030118942260742
1958,3,12,-3.8222029209136963
1958,3,13,-3.594780921936035
1958,3,14,-3.554032802581787
1958,3,15,-3.4849276542663574
1958,3,16,-3.395624876022339
1958,3,17,-2.8313510417938232
1958,3,18,-2.385389566421509
1958,3,19,-2.2556402683258057
1958,3,20,-2.241133213043213
1958,3,21,-2.4316189289093018
1958,3,22,-2.7189321517944336
1958,3,23,-2.920140266418457
1958,3,24,-3.0237326622009277
1958,3,25,-2.896317481994629
1958,3,26,-2.4886634349823
1958,3,27,-1.9231759309768677
1958,3,28,-1.7035890817642212
1958,3,29,-1.7928097248077393
1958,3,30,-1.5552797317504883
1958,3,31,-1.3058021068572998
1958,4,1,-1.4068372249603271
1958,4,2,-1.721510648727417
1958,4,3,-2.112743854522705
1958,4,4,-2.2922894954681396
1958,4,5,-2.8781867027282715
1958,4,6,-3.096283435821533
1958,4,7,-2.963477849960327
1958,4,8,-2.595710277557373
1958,4,9,-1.9345122575759888
1958,4,10,-1.4048246145248413
1958,4,11,-0.7026229500770569
1958,4,12,0.12957292795181274
1958,4,13,0.44350510835647583
1958,4,14,0.37708693742752075
1958,4,15,0.8526811003684998
1958,4,16,1.5404009819030762
1958,4,17,1.6951358318328857
1958,4,18,1.762977123260498
1958,4,19,1.1930581331253052
1958,4,20,1.4179422855377197
1958,4,21,1.8214219808578491
1958,4,22,1.039677381515503
1958,4,23,0.18485882878303528
1958,4,24,-0.12370038777589798
1958,4,25,0.008415067568421364
1958,4,26,0.1800670474767685
1958,4,27,0.533381998538971
1958,4,28,0.4895731210708618
1958,4,29,-0.1836332529783249
1958,4,30,-0.6727051138877869
1958,5,1,-0.6443655490875244
1958,5,2,-0.7641193866729736
1958,5,3,-1.4070981740951538
1958,5,4,-2.0981874465942383
1958,5,5,-1.8094061613082886
1958,5,6,-1.1858940124511719
1958,5,7,-1.1365129947662354
1958,5,8,-0.5029661655426025
1958,5,9,0.36272451281547546
1958,5,10,0.5590987205505371
1958,5,11,0.1986396610736847
1958,5,12,0.025549806654453278
1958,5,13,-0.17907868325710297
1958,5,14,0.026261456310749054
1958,5,15,0.927826464176178
1958,5,16,1.5805798768997192
1958,5,17,1.5601178407669067
1958,5,18,1.0495705604553223
1958,5,19,0.8111243844032288
1958,5,20,0.5149590969085693
1958,5,21,-0.1539808064699173
1958,5,22,-0.7543942332267761
1958,5,23,-1.267451524734497
1958,5,24,-1.163558840751648
1958,5,25,-0.5916101932525635
1958,5,26,-0.2937330901622772
1958,5,27,-0.2056742161512375
1958,5,28,-0.021348783746361732
1958,5,29,-0.39344343543052673
1958,5,30,-1.329244613647461
1958,5,31,-1.7734686136245728
1958,6,1,-1.6474854946136475
1958,6,2,-1.3931702375411987
1958,6,3,-1.239317536354065
1958,6,4,-0.8070884943008423
1958,6,5,-0.9265366792678833
1958,6,6,-0.9122633337974548
1958,6,7,-0.919315755367279
1958,6,8,-1.051735281944275
1958,6,9,-1.0458699464797974
1958,6,10,-1.077127456665039
1958,6,11,-0.8919238448143005
1958,6,12,-0.5540198087692261
1958,6,13,-0.3027811348438263
1958,6,14,-0.5137253403663635
1958,6,15,-0.8475691676139832
1958,6,16,-0.9351967573165894
1958,6,17,-0.5761650800704956
1958,6,18,-0.21624039113521576
1958,6,19,-0.2756294906139374
1958,6,20,-0.29673758149147034
